CustomerID,Age,Annual Income,Spending Score,Cluster
178,27,45000,69,2
179,59,86000,14,2
180,35,42000,90,2
181,37,59000,32,2
182,32,61000,86,2
183,46,11000,15,2
184,29,66000,88,2
185,41,39000,39,2
186,30,72000,97,2
187,54,14000,24,2
188,28,44000,68,2
189,41,76000,17,2
190,36,95000,85,2
191,34,92000,23,2
192,32,98000,69,2
193,33,96000,8,2
194,38,45000,91,2
195,47,8000,16,2
196,35,46000,79,2
197,45,78000,28,2
198,32,4000,74,2
199,32,81000,18,2
200,30,33000,83,2
201,21,40000,10,2
202,34,85000,16,2
203,16,60000,0,2
204,76,60000,39,2
205,62,63000,59,2
206,63,10000,52,2
207,19,55000,61,2
208,46,93000,12,2
209,48,15000,7,2
210,80,39000,33,2
211,1,57000,93,2
212,0,22000,92,2
213,86,12000,70,2
214,49,50000,82,2
215,48,95000,68,2
216,46,66000,70,2
217,79,20000,40,2
218,83,35000,99,2
219,66,71000,34,2
220,59,76000,61,2
221,39,84000,33,2
222,95,72000,51,0
223,43,33000,55,2
224,93,93000,37,0
225,40,83000,48,2
226,78,23000,8,2
227,25,40000,77,2
228,76,89000,86,0
229,0,33000,64,2
230,15,94000,30,2
231,6,93000,53,2
232,84,7000,28,2
233,67,18000,88,2
234,78,3000,14,2
235,4,84000,54,2
236,29,62000,34,2
237,91,9000,96,2
238,95,36000,35,0
239,55,37000,74,2
240,14,50000,11,2
241,92,83000,16,0
242,65,79000,17,2
243,84,40000,14,2
244,77,47000,58,2
245,53,4000,20,2
246,28,38000,75,2
247,23,0,96,2
248,32,7000,16,2
249,37,41000,2,2
250,89,65000,0,0
251,80,20000,93,2
252,27,44000,65,2
253,78,3000,14,2
254,86,72000,13,0
255,46,27000,32,2
256,59,85000,49,2
257,12,38000,18,2
258,79,73000,96,0
259,79,64000,64,0
260,26,26000,60,2
261,63,47000,16,2
262,52,35000,85,2
263,32,31000,24,2
264,64,13000,38,2
265,37,79000,10,2
266,7,82000,39,2
267,40,28000,68,2
268,78,36000,79,2
269,34,8000,76,2
270,52,88000,39,2
271,94,91000,36,0
272,1,12000,82,2
273,96,1000,76,2
274,18,143000,99,1
275,37,18000,57,2
276,78,65000,89,0
277,16,9000,88,2
278,93,95000,21,0
279,74,78000,12,0
280,68,48000,73,2
281,32,63000,87,2
282,43,85000,63,2
283,52,43000,58,2
284,63,74000,20,2
285,33,67000,11,2
286,86,59000,40,0
287,85,140000,84,0
288,73,31000,47,2
289,21,5000,91,2
290,93,19000,58,2
291,9,27000,62,2
292,10,68000,80,2
293,11,38000,66,2
294,48,50000,36,2
295,73,80000,73,0
296,66,69000,43,2
297,79,31000,91,2
298,62,87000,41,0
299,17,79000,16,2
300,32,32000,86,2
301,85,153787,100,0
302,31,95851,16,2
303,31,145015,73,1
304,38,148539,7,1
305,90,117319,21,0
306,65,180243,26,0
307,63,165052,12,0
308,61,120487,14,0
309,26,112766,83,1
310,17,156488,65,1
311,56,97562,15,2
312,12,77501,30,2
313,24,118302,100,1
314,13,64277,9,2
315,12,53927,77,2
316,72,93921,93,0
317,54,132046,8,0
318,45,183217,91,1
319,66,182937,44,0
320,27,68272,56,2
321,36,69841,21,2
322,5,69078,60,2
323,89,110667,100,0
324,13,95469,94,1
325,91,102861,40,0
326,16,133551,7,1
327,63,64589,90,2
328,52,152755,39,0
329,37,92313,58,2
330,78,98922,2,0
331,24,165846,33,1
332,4,93713,62,1
333,84,137641,67,0
334,0,173743,96,1
335,67,116126,58,0
336,32,112246,30,2
337,39,69384,75,2
338,68,76529,62,0
339,7,123804,28,1
340,76,68292,55,0
341,84,173185,99,0
342,75,142034,82,0
343,22,107941,61,1
344,90,149840,61,0
345,4,148431,99,1
346,78,126599,84,0
347,58,57180,22,2
348,99,184426,41,0
349,24,151085,39,1
350,88,166107,98,0
351,92,67850,91,0
352,99,173394,4,0
353,51,72303,98,2
354,23,181760,35,1
355,13,146858,75,1
356,22,172923,20,1
357,89,115811,87,0
358,20,184324,51,1
359,72,67353,19,2
360,17,165999,71,1
361,90,164914,18,0
362,99,63364,61,0
363,39,182352,73,1
364,37,148544,56,1
365,46,62833,85,2
366,65,120627,72,0
367,60,130898,30,0
368,93,103130,74,0
369,72,106681,15,0
370,36,87353,25,2
371,52,88046,61,2
372,72,98168,49,0
373,28,178265,5,1
374,48,167232,92,1
375,85,140478,43,0
376,22,159296,83,1
377,30,144043,78,1
378,46,72594,64,2
379,82,180288,77,0
380,73,165734,51,0
381,8,175407,2,1
382,90,70201,8,0
383,34,91503,26,2
384,10,184522,43,1
385,79,143560,83,0
386,83,131574,97,0
387,20,151124,18,1
388,25,67447,5,2
389,26,117454,8,2
390,18,86203,23,2
391,7,136231,10,1
392,1,89144,1,2
393,21,119116,30,1
394,86,163463,31,0
395,75,151696,82,0
396,78,184736,52,0
397,87,70419,69,0
398,8,119104,41,1
399,59,130950,28,0
400,13,140950,77,1
401,55,82285,35,2
402,50,91389,92,2
403,54,186359,95,1
404,13,178989,46,1
405,79,166335,45,0
406,65,119889,11,0
407,51,66852,73,2
408,18,103896,36,2
409,21,187761,87,1
410,37,102717,93,1
411,83,102647,83,0
412,96,113585,31,0
413,65,86509,88,0
414,80,59099,44,0
415,75,135088,5,0
416,87,110870,78,0
417,86,187667,12,0
418,36,124614,25,1
419,78,166492,40,0
420,62,172758,69,0
421,89,122430,19,0
422,56,183540,96,1
423,35,96484,34,2
424,33,112587,71,1
425,58,155672,71,0
426,68,72847,93,0
427,38,71897,32,2
428,31,158479,57,1
429,90,89251,4,0
430,28,179911,24,1
431,1,111558,85,1
432,78,127615,78,0
433,23,50076,32,2
434,25,77779,62,2
435,59,169999,38,0
436,7,106581,76,1
437,24,78223,41,2
438,76,136259,14,0
439,37,153399,93,1
440,6,162858,91,1
441,0,57373,29,2
442,3,133602,47,1
443,95,66322,88,0
444,0,68761,16,2
445,7,70749,86,2
446,54,65874,87,2
447,89,115996,24,0
448,58,67097,91,2
449,12,108027,64,1
450,7,176349,80,1
451,11,88452,40,2
452,74,128266,55,0
453,64,156777,20,0
454,48,123234,50,1
455,8,60790,38,2
456,15,181332,99,1
457,1,187297,7,1
458,21,153885,86,1
459,84,53500,44,0
460,5,69443,28,2
461,47,124072,56,1
462,96,135800,29,0
463,93,120597,96,0
464,16,91358,11,2
465,56,53231,41,2
466,76,156330,31,0
467,0,186002,80,1
468,70,111760,53,0
469,47,143906,12,0
470,13,182410,22,1
471,86,98463,46,0
472,91,93762,28,0
473,97,104582,50,0
474,20,130813,92,1
475,11,59202,92,2
476,28,79968,45,2
477,32,104824,42,2
478,82,188719,30,0
479,39,187536,66,1
480,7,134008,85,1
481,13,176397,71,1
482,34,154888,43,1
483,76,155622,81,0
484,30,62330,60,2
485,69,112838,34,0
486,22,58283,59,2
487,60,77857,81,2
488,66,125024,25,0
489,57,136242,34,0
490,60,81934,81,2
491,59,130511,97,0
492,54,144502,88,1
493,90,63769,6,0
494,14,66760,20,2
495,34,135115,54,1
496,85,179877,17,0
497,83,93351,65,0
498,12,84547,96,1
499,95,121725,3,0
500,41,65723,91,2
501,38,96794,96,1
502,68,72352,61,2
503,4,53097,21,2
504,5,144831,17,1
505,3,183851,10,1
506,20,111896,90,1
507,3,64824,30,2
508,36,88565,16,2
509,70,104974,63,0
510,17,167060,47,1
511,31,69018,17,2
512,48,174109,96,1
513,28,62186,29,2
514,97,183783,70,0
515,81,83771,1,0
516,37,148196,91,1
517,85,131742,87,0
518,78,59971,94,0
519,13,88960,2,2
520,53,140107,38,0
521,41,161896,49,1
522,9,57272,60,2
523,20,119952,2,2
524,98,167197,63,0
525,44,186116,2,1
526,66,134677,59,0
527,58,180479,74,1
528,97,112783,21,0
529,13,150258,17,1
530,48,115832,92,1
531,47,104834,44,2
532,93,152571,66,0
533,11,162287,45,1
534,68,171761,59,0
535,87,77709,73,0
536,22,95053,17,2
537,89,74820,33,0
538,57,152267,92,1
539,91,71925,14,0
540,84,151340,95,0
541,56,162921,51,0
542,26,52234,30,2
543,56,100271,87,0
544,6,170266,23,1
545,33,88763,1,2
546,89,107359,26,0
547,99,164781,83,0
548,25,156016,85,1
549,96,186882,40,0
550,35,99300,88,1
551,16,58127,65,2
552,81,89211,12,0
553,7,148607,59,1
554,31,139592,62,1
555,16,172051,62,1
556,89,57033,99,0
557,84,117612,63,0
558,40,185321,96,1
559,17,186577,5,1
560,0,151298,89,1
561,69,123925,52,0
562,17,169496,12,1
563,0,142892,25,1
564,34,58979,3,2
565,51,141416,100,1
566,54,104854,67,0
567,19,180331,14,1
568,99,172896,13,0
569,2,101451,82,1
570,91,189974,37,0
571,65,90084,65,0
572,47,112247,24,2
573,91,181775,61,0
574,64,59088,31,2
575,91,60856,23,0
576,32,149900,34,1
577,15,142776,98,1
578,22,162598,84,1
579,37,146195,89,1
580,83,135268,53,0
581,89,136037,1,0
582,33,111191,67,1
583,13,144111,62,1
584,71,177359,56,0
585,10,112818,85,1
586,49,53509,98,2
587,9,168269,75,1
588,53,86766,2,2
589,63,52661,25,2
590,46,148520,14,1
591,42,149936,52,1
592,73,102296,31,0
593,75,178416,16,0
594,49,83788,41,2
595,96,184771,77,0
596,52,70302,88,2
597,15,58639,51,2
598,91,97879,40,0
599,22,64707,29,2
600,62,71795,87,2
601,41,76567,85,2
602,61,126370,20,0
603,71,154007,32,0
604,91,69720,78,0
605,94,85265,68,0
606,3,155864,31,1
607,15,99421,72,1
608,96,145457,57,0
609,12,118041,77,1
610,23,73759,83,2
611,94,90082,17,0
612,7,74928,12,2
613,74,101352,36,0
614,52,93947,81,2
615,39,134629,23,1
616,72,101858,70,0
617,55,165501,47,1
618,29,135931,74,1
619,38,103356,20,2
620,44,75195,79,2
621,58,123083,44,0
622,77,73884,30,0
623,56,91180,61,2
624,79,86235,52,0
625,97,96400,4,0
626,78,83599,12,0
627,91,82535,50,0
628,35,92227,8,2
629,43,150444,27,1
630,37,149095,83,1
631,63,113605,42,0
632,16,93854,82,1
633,32,118280,92,1
634,91,94576,90,0
635,33,129257,70,1
636,57,70373,10,2
637,43,77600,66,2
638,26,113707,97,1
639,59,189672,8,0
640,61,143180,58,0
641,59,174890,14,0
642,66,121377,19,0
643,26,154857,13,1
644,67,160945,51,0
645,85,119557,35,0
646,76,187141,33,0
647,57,97468,22,2
648,77,160351,77,0
649,66,178627,94,0
650,49,170188,80,1
651,36,166007,40,1
652,74,91794,83,0
653,16,189072,86,1
654,27,152717,15,1
655,3,158549,98,1
656,31,134263,94,1
657,30,148236,28,1
658,94,171677,81,0
659,31,189446,38,1
660,49,106633,53,2
661,49,81084,48,2
662,53,148759,52,1
663,3,117638,95,1
664,91,159537,37,0
665,26,79526,6,2
666,28,101414,64,2
667,92,109519,72,0
668,59,156880,70,0
669,15,157278,58,1
670,23,144916,84,1
671,54,59163,100,2
672,93,93991,49,0
673,65,58318,45,2
674,13,180786,88,1
675,71,84622,45,0
676,1,92674,59,2
677,57,87553,94,2
678,14,74174,79,2
679,77,180831,33,0
680,89,137397,33,0
681,17,96154,100,1
682,86,172477,69,0
683,42,59954,37,2
684,29,112240,95,1
685,54,145679,35,0
686,96,136265,49,0
687,58,74869,12,2
688,52,109425,46,0
689,3,126015,57,1
690,13,156951,66,1
691,3,127172,68,1
692,89,113834,22,0
693,83,132005,2,0
694,80,171323,78,0
695,74,92355,87,0
696,42,60982,3,2
697,91,51742,33,0
698,31,138612,71,1
699,8,158123,84,1
700,64,164675,65,0
701,41,172882,27,1
702,62,70119,93,2
703,41,113998,26,2
704,22,114011,40,1
705,5,57265,89,2
706,38,130597,2,1
707,88,121597,7,0
708,56,103210,100,0
709,47,66308,8,2
710,4,141336,93,1
711,82,153632,76,0
712,31,65520,71,2
713,69,153217,83,0
714,62,92768,75,0
715,54,132345,10,0
716,60,186069,49,0
717,31,53802,32,2
718,17,103739,62,1
719,15,50550,34,2
720,37,145648,21,1
721,36,85737,37,2
722,27,99950,20,2
723,11,83220,21,2
724,83,73410,50,0
725,71,64310,43,2
726,20,59844,79,2
727,3,67787,1,2
728,52,172841,4,0
729,75,145528,61,0
730,36,173807,42,1
731,60,185794,69,1
732,8,119780,71,1
733,9,158596,86,1
734,41,118122,52,1
735,38,99964,11,2
736,69,120752,27,0
737,33,189630,53,1
738,64,125510,6,0
739,19,101799,49,2
740,88,92914,74,0
741,91,162465,59,0
742,84,163818,27,0
743,43,53832,56,2
744,30,140190,49,1
745,16,125836,69,1
746,89,100938,27,0
747,5,168670,37,1
748,54,176885,10,0
749,41,111174,28,2
750,80,127335,97,0
751,37,149103,3,1
752,87,167705,31,0
753,50,183548,85,1
754,14,50396,46,2
755,17,63557,3,2
756,98,87878,55,0
757,3,55634,53,2
758,83,118110,26,0
759,13,129396,36,1
760,46,62628,64,2
761,25,51700,17,2
762,4,106816,49,1
763,64,93000,67,0
764,84,144148,71,0
765,12,101388,90,1
766,56,171560,78,1
767,58,156366,60,0
768,0,143910,22,1
769,25,106569,84,1
770,28,173009,25,1
771,78,54252,29,2
772,56,104600,57,0
773,91,50250,54,0
774,77,93242,84,0
775,83,156839,38,0
776,64,71305,39,2
777,19,85975,73,2
778,94,188107,52,0
779,19,82333,35,2
780,84,125016,25,0
781,10,148908,10,1
782,19,58217,70,2
783,74,76521,29,0
784,95,117763,42,0
785,34,115184,93,1
786,30,54251,7,2
787,53,112530,24,0
788,67,107409,2,0
789,23,84793,23,2
790,25,66952,79,2
791,84,153465,11,0
792,1,178214,17,1
793,70,152069,42,0
794,56,132860,17,0
795,0,147719,86,1
796,91,172915,29,0
797,81,148594,29,0
798,33,61986,77,2
799,75,91456,13,0
800,11,166247,84,1
801,61,140516,50,0
802,81,148208,36,0
803,62,133822,78,0
804,44,175424,32,1
805,67,121528,92,0
806,30,189369,69,1
807,92,80808,26,0
808,25,57535,84,2
809,61,163509,51,0
810,72,75884,57,0
811,89,157759,52,0
812,37,184813,44,1
813,59,187253,51,1
814,41,81718,36,2
815,60,150019,37,0
816,81,53452,73,0
817,85,150765,42,0
818,91,154456,71,0
819,65,56647,12,2
820,19,117477,48,1
821,78,79677,9,0
822,0,116759,28,1
823,26,180702,21,1
824,2,122698,100,1
825,60,169346,55,0
826,67,93176,25,0
827,4,75853,40,2
828,7,119362,58,1
829,28,81545,36,2
830,67,67372,75,2
831,30,109703,61,1
832,38,166697,39,1
833,40,124982,34,1
834,6,146776,83,1
835,3,147548,45,1
836,51,117620,60,0
837,63,85351,57,0
838,65,174432,8,0
839,44,70787,68,2
840,90,75473,63,0
841,76,90082,49,0
842,62,185388,54,0
843,5,168110,69,1
844,67,184628,38,0
845,38,176551,45,1
846,31,76422,21,2
847,2,164248,51,1
848,82,109188,38,0
849,66,132951,26,0
850,75,164598,32,0
851,69,186655,32,0
852,62,111859,86,0
853,0,121926,41,1
854,11,143047,42,1
855,22,131748,23,1
856,76,142801,23,0
857,85,142723,46,0
858,21,155151,16,1
859,64,153607,48,0
860,94,144192,34,0
861,83,174159,22,0
862,93,73642,50,0
863,12,170319,46,1
864,0,141351,10,1
865,79,167411,9,0
866,90,58289,49,0
867,45,79801,77,2
868,82,146118,52,0
869,57,57337,14,2
870,43,113575,6,2
871,63,122658,65,0
872,62,151836,13,0
873,43,185900,80,1
874,34,94029,98,1
875,30,157290,22,1
876,97,175996,42,0
877,68,102016,37,0
878,16,77902,67,2
879,15,81138,86,2
880,25,128258,48,1
881,29,62475,24,2
882,85,82854,75,0
883,30,59284,38,2
884,13,141580,92,1
885,88,171362,90,0
886,5,78274,65,2
887,95,76646,61,0
888,92,78308,66,0
889,63,78971,89,0
890,75,65528,73,0
891,67,94199,71,0
892,58,135705,48,0
893,52,130573,31,0
894,85,152303,68,0
895,31,144582,89,1
896,84,93288,60,0
897,93,88192,3,0
898,18,62362,81,2
899,73,74350,39,0
900,3,144103,42,1
901,1,75518,17,2
902,53,160980,62,1
903,75,102904,28,0
904,15,174501,37,1
905,47,157661,57,1
906,66,118385,8,0
907,17,116463,100,1
908,1,161212,14,1
909,16,172601,50,1
910,52,167214,94,1
911,21,69644,19,2
912,19,120215,46,1
913,29,180401,23,1
914,40,113739,93,1
915,76,111717,41,0
916,91,62808,20,0
917,24,67582,13,2
918,4,96543,60,1
919,90,89667,69,0
920,56,98980,65,0
921,14,124998,17,1
922,52,189091,12,1
923,14,153842,3,1
924,30,106314,16,2
925,70,62901,60,2
926,14,149618,78,1
927,95,72068,97,0
928,25,81367,87,2
929,95,118575,10,0
930,12,82382,97,2
931,82,114776,55,0
932,2,145597,81,1
933,51,162072,86,1
934,63,172872,11,0
935,30,182162,6,1
936,68,71467,81,0
937,21,85568,1,2
938,99,56851,72,0
939,0,116782,73,1
940,80,67781,1,0
941,51,70152,29,2
942,18,185861,82,1
943,43,162595,17,1
944,29,80098,54,2
945,20,184801,8,1
946,39,58908,37,2
947,9,146011,69,1
948,45,135174,39,1
949,65,114244,64,0
950,64,157207,52,0
951,81,128834,23,0
952,54,51166,24,2
953,32,130118,36,1
954,29,87014,71,2
955,25,111379,93,1
956,5,83704,82,2
957,55,90558,49,2
958,12,187343,14,1
959,81,111174,48,0
960,87,64461,63,0
961,12,109618,97,1
962,91,189357,4,0
963,63,120955,79,0
964,97,168898,54,0
965,89,130431,52,0
966,59,161091,56,0
967,26,69988,2,2
968,5,169702,98,1
969,32,186897,49,1
970,98,109061,41,0
971,31,188620,30,1
972,59,108675,57,0
973,80,177601,34,0
974,12,87365,3,2
975,80,95929,23,0
976,59,97185,87,0
977,56,103838,17,0
978,18,129260,11,1
979,66,151184,19,0
980,67,177512,62,0
981,39,140099,51,1
982,23,67535,97,2
983,47,133236,61,1
984,41,87975,5,2
985,40,164350,23,1
986,36,55109,53,2
987,12,67613,40,2
988,60,185306,47,0
989,24,154787,84,1
990,17,109759,96,1
991,92,114571,51,0
992,32,130697,93,1
993,39,115916,24,2
994,50,69814,53,2
995,85,118161,74,0
996,65,56583,65,2
997,17,185843,36,1
998,31,171825,22,1
999,24,77976,95,2
1000,97,66312,75,0
1001,92,81839,11,0
1002,80,55712,5,2
1003,33,158335,45,1
1004,8,74253,45,2
1005,67,119625,3,0
1006,8,129743,6,1
1007,61,101007,60,0
1008,83,87529,49,0
1009,8,151648,98,1
1010,69,61637,67,2
1011,14,164659,59,1
1012,80,125623,62,0
1013,85,104054,22,0
1014,88,83535,56,0
1015,76,166245,13,0
1016,32,100890,60,2
1017,99,55972,83,0
1018,85,134282,39,0
1019,25,106669,22,2
1020,99,145777,94,0
1021,41,119259,91,1
1022,1,150174,59,1
1023,45,55472,51,2
1024,55,99423,82,0
1025,20,146221,25,1
1026,33,84238,31,2
1027,92,57032,75,0
1028,93,88811,52,0
1029,60,167420,38,0
1030,38,101846,17,2
1031,15,114061,87,1
1032,74,147449,16,0
1033,47,83043,76,2
1034,96,168990,81,0
1035,97,73867,65,0
1036,35,165772,51,1
1037,19,178217,38,1
1038,60,162612,98,1
1039,37,99872,53,2
1040,49,142566,77,1
1041,1,111424,80,1
1042,43,187841,38,1
1043,46,171921,50,1
1044,65,115299,87,0
1045,75,94129,27,0
1046,40,172378,39,1
1047,28,146597,31,1
1048,78,64057,44,0
1049,22,163585,49,1
1050,6,93186,83,1
1051,46,149764,1,0
1052,17,116822,84,1
1053,46,109346,37,2
1054,72,111587,99,0
1055,38,166644,66,1
1056,50,181270,56,1
1057,47,65207,81,2
1058,72,112146,21,0
1059,8,104953,57,1
1060,34,139009,24,1
1061,53,67916,82,2
1062,82,99983,88,0
1063,63,131122,40,0
1064,58,173190,37,0
1065,23,122712,21,1
1066,80,55792,30,0
1067,45,73892,45,2
1068,30,78821,46,2
1069,84,152475,12,0
1070,45,152226,87,1
1071,85,117679,18,0
1072,23,146473,87,1
1073,79,66051,75,0
1074,47,162332,72,1
1075,93,166018,71,0
1076,95,67398,81,0
1077,44,73760,70,2
1078,95,167578,66,0
1079,28,130267,45,1
1080,91,94846,95,0
1081,81,155396,1,0
1082,90,138013,16,0
1083,79,148286,77,0
1084,6,101031,28,2
1085,38,52884,24,2
1086,87,153230,15,0
1087,93,63261,13,0
1088,44,90167,84,2
1089,10,162076,78,1
1090,84,53622,27,0
1091,7,172913,94,1
1092,41,94316,86,2
1093,87,141383,3,0
1094,33,67874,55,2
1095,34,176554,62,1
1096,53,135341,56,0
1097,47,129019,57,1
1098,53,107879,3,2
1099,92,79531,4,0
1100,89,63379,59,0
1101,27,156258,54,1
1102,70,67874,41,2
1103,86,159964,57,0
1104,99,103706,50,0
1105,96,64713,84,0
1106,65,90414,55,0
1107,82,171100,34,0
1108,36,187305,85,1
1109,30,139758,46,1
1110,96,91226,56,0
1111,69,143928,30,0
1112,34,92366,14,2
1113,74,175041,25,0
1114,97,147301,93,0
1115,56,119296,49,0
1116,30,126306,44,1
1117,13,100647,49,2
1118,95,168663,16,0
1119,2,105391,42,1
1120,78,175179,43,0
1121,54,165019,12,0
1122,85,68212,26,0
1123,13,64572,71,2
1124,85,92591,99,0
1125,41,69730,97,2
1126,25,156793,57,1
1127,74,56848,41,2
1128,8,148450,55,1
1129,62,150619,32,0
1130,52,100261,10,2
1131,36,109895,56,1
1132,11,152684,24,1
1133,84,133765,83,0
1134,99,57677,99,0
1135,51,112358,27,0
1136,57,73845,52,2
1137,92,89531,42,0
1138,29,118092,100,1
1139,62,144242,49,0
1140,43,140876,90,1
1141,72,76888,26,0
1142,28,116644,88,1
1143,57,143021,3,0
1144,86,145679,91,0
1145,26,64398,7,2
1146,13,104512,40,2
1147,1,71564,68,2
1148,89,122707,64,0
1149,91,51733,96,0
1150,67,138087,63,0
1151,63,147278,51,0
1152,90,187339,62,0
1153,87,129972,97,0
1154,89,151176,55,0
1155,34,74358,60,2
1156,89,83953,82,0
1157,31,62925,24,2
1158,55,65257,93,2
1159,3,188557,4,1
1160,64,163783,84,0
1161,1,108342,97,1
1162,20,155951,21,1
1163,18,183071,29,1
1164,83,124104,20,0
1165,21,136747,3,1
1166,19,189498,18,1
1167,74,76149,48,0
1168,44,185550,54,1
1169,52,119567,19,0
1170,14,79806,30,2
1171,10,180774,66,1
1172,80,90142,50,0
1173,82,184481,84,0
1174,32,66089,75,2
1175,16,60044,83,2
1176,61,52543,23,2
1177,57,50429,23,2
1178,95,178228,45,0
1179,38,161130,98,1
1180,70,87976,38,0
1181,40,179150,91,1
1182,92,163442,32,0
1183,73,108159,18,0
1184,62,73419,14,2
1185,12,138425,78,1
1186,65,54431,93,2
1187,88,168437,81,0
1188,55,71322,54,2
1189,99,122548,14,0
1190,20,141428,32,1
1191,97,142214,32,0
1192,93,62590,43,0
1193,84,172523,83,0
1194,16,157588,76,1
1195,10,143313,57,1
1196,59,119833,38,0
1197,54,70803,35,2
1198,82,139008,47,0
1199,83,126669,53,0
1200,87,122722,10,0
1201,1,79800,47,2
1202,89,100155,5,0
1203,32,110846,49,1
1204,1,106841,69,1
1205,54,117181,66,0
1206,56,86898,76,2
1207,31,143241,81,1
1208,26,146028,33,1
1209,7,165287,65,1
1210,60,132486,9,0
1211,92,96424,74,0
1212,93,151468,41,0
1213,8,76561,79,2
1214,81,125316,81,0
1215,21,109373,22,2
1216,96,135042,12,0
1217,78,59784,81,0
1218,86,140687,63,0
1219,1,182927,55,1
1220,62,175534,44,0
1221,68,170957,6,0
1222,70,81197,76,0
1223,21,104888,8,2
1224,74,184838,18,0
1225,62,139588,66,0
1226,22,126543,45,1
1227,87,177260,45,0
1228,44,156823,42,1
1229,27,183201,52,1
1230,95,84925,46,0
1231,89,69719,47,0
1232,41,61355,13,2
1233,41,156014,49,1
1234,21,184088,21,1
1235,59,158372,98,1
1236,64,135742,67,0
1237,38,145704,82,1
1238,70,157307,23,0
1239,25,88064,73,2
1240,3,167226,59,1
1241,70,153821,8,0
1242,29,170669,78,1
1243,88,93555,13,0
1244,20,101941,18,2
1245,58,78795,44,2
